booking_date,booking_date_month,client_code,service_code,service_desc,staff,price,canceled_yes_no
5/4/2018,May,GUYD01,SHCM,Men's hair cut,BECKY,40,0
5/4/2018,May,RICC01,SBD,Blowdry,BECKY,40,0
5/4/2018,May,PENM01,SBD,Blowdry,BECKY,45.26,1
5/4/2018,May,MCGV01,SBD,Blowdry,BECKY,45.26,1
5/4/2018,May,NICP01,SHCM,Men's hair cut,BECKY,50,0
5/4/2018,May,BYRP01,SBD,Blowdry,BECKY,50,0
5/4/2018,May,COLG01,SBD,Blowdry,BECKY,50,0
5/4/2018,May,SIRM01,SBD,Blowdry,BECKY,50,0
5/4/2018,May,MCGV01,CMT,Color mini touch up,JOANNE,50,0
5/4/2018,May,KOOM01,SBD,Blowdry,JJ,52,0
5/4/2018,May,PLUJ01,SHCM,Men's hair cut,JJ,60,0
5/4/2018,May,CAND01,SHCM,Men's hair cut,JJ,60,0
5/4/2018,May,PENM01,CTU,Color touch up,JOANNE,60,0
5/4/2018,May,GHOP01,SHCW,Women's hair cut,BECKY,70,0
5/4/2018,May,RICC01,CFC,Color full color,JOANNE,80,0
5/4/2018,May,BENS01,SHCW,Women's hair cut,JJ,82,0
5/4/2018,May,MICK01,SHCW,Women's hair cut,JJ,82,0
5/4/2018,May,SCHC01,CHLPL,Highlights partial,JOANNE,100,0
5/4/2018,May,GHOP01,CALC,Accent lights and color,JOANNE,130,0
5/4/2018,May,PENM01,SBD5+1,Blow dry bundle 5+1,HOUSE,240,0
5/4/2018,May,DUFD01,CON,Consultation,JJ,0,1
5/5/2018,May,IRWE01,CON,Consultation,SINEAD,0,0
5/5/2018,May,LAMC01,SHCM,Men's hair cut,BECKY,30,0
5/5/2018,May,ALIA01,SHCM,Men's hair cut,BECKY,30,0
5/5/2018,May,WYRC01,SBD,Blowdry,JJ,32,0
5/5/2018,May,BOTN01,SHCM,Men's hair cut,SINEAD,35,0
5/5/2018,May,ODOA01,SHCW,Women's hair cut,BECKY,40,0
5/5/2018,May,BROF01,SBD,Blowdry,BECKY,40,0
5/5/2018,May,WONM02,SBD,Blowdry,JJ,52,0
5/5/2018,May,HUDM01,SBD,Blowdry,JJ,52,0
5/5/2018,May,IRWE01,SHCM,Men's hair cut,SINEAD,55,0
5/5/2018,May,SCOJ01,SHCW,Women's hair cut,BECKY,60,0
5/5/2018,May,FISV01,SHCW,Women's hair cut,BECKY,60,0
5/5/2018,May,TUMM01,CTU,Color touch up,JOANNE,60,0
5/5/2018,May,SHIL01,SHCW,Women's hair cut,SINEAD,70,0
5/5/2018,May,CHUJ01,SHCW,Women's hair cut,SINEAD,70,0
5/5/2018,May,HESM01,SHCW,Women's hair cut,SINEAD,70,0
5/5/2018,May,CAYK01,CTU,Color touch up,JOANNE,70,0
5/5/2018,May,IRWE01,CTU,Color touch up,JOANNE,70,0
5/5/2018,May,GAGC01,SHCW,Women's hair cut,JJ,82,0
5/5/2018,May,BENL01,SHCW,Women's hair cut,JJ,92,0
5/5/2018,May,TUMM01,SHCW,Women's hair cut,JJ,92,0
5/5/2018,May,ERWS01,SHCW,Women's hair cut,JJ,102,0
5/5/2018,May,BROF01,CALC,Accent lights and color,JOANNE,130,0
5/5/2018,May,ERWS01,CALC,Accent lights and color,JOANNE,140,0
5/5/2018,May,BENL01,CBAL,Balayage,JOANNE,190,0
5/6/2018,May,KIRR01,SHCM,Men's hair cut,BECKY,41.15,1
5/6/2018,May,ROUT01,SBD,Blowdry,JJ,44.55,1
5/6/2018,May,NELT01,SBD,Blowdry,BECKY,45.26,1
5/6/2018,May,HUDS01,SBD,Blowdry,JJ,52,0
5/6/2018,May,JONK01,SHCW,Women's hair cut,BECKY,60,0
5/6/2018,May,SARM01,SHCW,Women's hair cut,JJ,82,0
5/8/2018,May,CARB01,CON,Consultation,BECKY,0,1
5/8/2018,May,BATP01,SHCM,Men's hair cut,JJ,40,0
5/8/2018,May,HOWC01,SHCM,Men's hair cut,JJ,40,0
5/8/2018,May,MCPL01,SBD,Blowdry,BECKY,40,0
5/8/2018,May,KIRR01,SHCM,Men's hair cut,BECKY,41.15,1
5/8/2018,May,MCPL01,SBD,Blowdry,BECKY,45.26,1
5/8/2018,May,HILJ01,SBD,Blowdry,SINEAD,50,0
5/8/2018,May,ALZR01,SHCW,Women's hair cut,BECKY,60,0
5/8/2018,May,LEEP01,SHCM,Men's hair cut,JJ,60,0
5/8/2018,May,PIPJ01,SHCM,Men's hair cut,JJ,60,0
5/8/2018,May,JUDJ01,SHCW,Women's hair cut,SINEAD,70,0
5/8/2018,May,KIMS01,CFC,Color full color,JOANNE,75,0
5/8/2018,May,KIMY01,SHCW,Women's hair cut,JJ,82,0
5/8/2018,May,BOSJ01,SHCW,Women's hair cut,SINEAD,90,0
5/8/2018,May,KIMS01,SHCW,Women's hair cut,JJ,92,0
5/8/2018,May,BRES01,SHCW,Women's hair cut,JJ,102,0
5/8/2018,May,TAYJ01,SHCW,Women's hair cut,JJ,102,0
5/8/2018,May,MCPL01,CHLFH,Highlights full,JOANNE,150,0
5/8/2018,May,TAYJ01,CHLPL,Highlights partial,JOANNE,160,0
5/8/2018,May,TAYL01,CHLFH,Highlights full,JOANNE,160,0
5/8/2018,May,NELT01,SBD5+1,Blow dry bundle 5+1,HOUSE,250,0
5/9/2018,May,FLEL01,SHCM,Men's hair cut,SINEAD,35,0
5/9/2018,May,SHAS01,SHCM,Men's hair cut,JJ,40,0
5/9/2018,May,COLG01,SBD,Blowdry,BECKY,50,0
5/9/2018,May,CABL01,CFC,Color full color,JOANNE,65,0
5/9/2018,May,ANDN01,SHCW,Women's hair cut,SINEAD,70,0
5/9/2018,May,CRIV01,SHCW,Women's hair cut,SINEAD,70,0
5/9/2018,May,RUPN01,SHCW,Women's hair cut,SINEAD,70,0
5/9/2018,May,MCLE01,SHCW,Women's hair cut,SINEAD,70,0
5/9/2018,May,SINJ01,SHCW,Women's hair cut,JJ,82,0
5/9/2018,May,BERH01,CALC,Accent lights and color,JOANNE,90,0
5/9/2018,May,BERH01,SHCW,Women's hair cut,JJ,92,0
5/9/2018,May,KRIJ01,SHCW,Women's hair cut,JJ,88.44,1
5/10/2018,May,KATM01,CON,Consultation,JOANNE,0,1
5/10/2018,May,TAYT01,SHCM,Men's hair cut,SINEAD,35,0
5/10/2018,May,TAYR01,SHCM,Men's hair cut,JJ,40,0
5/10/2018,May,HOLL01,SBD,Blowdry,SINEAD,50,0
5/10/2018,May,BROS01,SBD,Blowdry,BECKY,50,0
5/10/2018,May,BUDG02,SHCM,Men's hair cut,SINEAD,55,0
5/10/2018,May,SOLR01,SHCW,Women's hair cut,BECKY,60,0
5/10/2018,May,DINJ01,SHCW,Women's hair cut,BECKY,60,0
5/10/2018,May,SHAP01,SHCW,Women's hair cut,BECKY,60,0
5/10/2018,May,MARK01,SHCW,Women's hair cut,BECKY,60,0
5/10/2018,May,COLJ01,SHCM,Men's hair cut,JJ,60,0
5/10/2018,May,THOD01,SHCM,Men's hair cut,JJ,60,0
5/10/2018,May,MONE01,SHCW,Women's hair cut,SINEAD,70,0
5/10/2018,May,STEP01,SHCW,Women's hair cut,SINEAD,70,0
5/10/2018,May,RODP01,SHCW,Women's hair cut,SINEAD,74.67,1
5/10/2018,May,NORL01,SHCW,Women's hair cut,JJ,82,0
5/10/2018,May,ROSD01,SHCW,Women's hair cut,JJ,82,0
5/10/2018,May,KALA01,SHCW,Women's hair cut,JJ,92,0
5/10/2018,May,BREH01,SHCW,Women's hair cut,JJ,102,0
5/10/2018,May,HOLS01,CALC,Accent lights and color,JOANNE,120,0
5/10/2018,May,BOES01,CALC,Accent lights and color,JOANNE,120,0
5/10/2018,May,REIC01,CHLFH,Highlights full,JOANNE,140,0
5/10/2018,May,KALA01,CHLPL,Highlights partial,JOANNE,150,0
5/10/2018,May,RODP01,CHLFH,Highlights full,JOANNE,150,1
5/10/2018,May,AINM01,SBD5+1,Blow dry bundle 5+1,HOUSE,230,0
5/10/2018,May,RODP01,CON,Consultation,JOANNE,0,1
5/11/2018,May,REDM01,CON,Consultation,JJ,0,0
5/11/2018,May,MURS01,SHCM,Men's hair cut,BECKY,5,0
5/11/2018,May,COWL01,SMARTBOND,Smart Bond,JOANNE,25,0
5/11/2018,May,LIMB01,SHCM,Men's hair cut,BECKY,30,0
5/11/2018,May,WARN01,SHCM,Men's hair cut,BECKY,30,0
5/11/2018,May,BROS02,SHCM,Men's hair cut,BECKY,30,0
5/11/2018,May,WARK01,SHCM,Men's hair cut,BECKY,30,0
5/11/2018,May,KHAN01,SBD,Blowdry,BECKY,30,0
5/11/2018,May,TIML01,SBD,Blowdry,JJ,32,0
5/11/2018,May,GIEC01,SHCM,Men's hair cut,JJ,40,0
5/11/2018,May,KIRR01,SHCM,Men's hair cut,BECKY,41.15,1
5/11/2018,May,LEEO01,SBD,Blowdry,BECKY,45.26,1
5/11/2018,May,SIRM01,SBD,Blowdry,BECKY,50,0
5/11/2018,May,COLG01,SBD,Blowdry,BECKY,50,0
5/11/2018,May,LEEO01,CTU,Color touch up,JOANNE,50,0
5/11/2018,May,ARRM01,SBD,Blowdry,JJ,52,0
5/11/2018,May,NGUS01,CTU,Color touch up,JOANNE,66.52,1
5/11/2018,May,COWL01,SHCW,Women's hair cut,BECKY,70,0
5/11/2018,May,COLG01,CTU,Color touch up,JOANNE,70,0
5/11/2018,May,NOWT01,SHCW,Women's hair cut,JJ,82,0
5/11/2018,May,GRAA01,SHCW,Women's hair cut,JJ,82,0
5/11/2018,May,CHA*01,SHCW,Women's hair cut,JJ,82,0
5/11/2018,May,NICL01,SHCW,Women's hair cut,JJ,82,0
5/11/2018,May,NGUS01,SHCW,Women's hair cut,JJ,88.44,1
5/11/2018,May,THOW01,SHCW,Women's hair cut,JJ,102,0
5/11/2018,May,COWL01,CHLPL,Highlights partial,JOANNE,150,0
5/12/2018,May,JASA01,CON,Consultation,JJ,0,0
5/12/2018,May,PEEL01,SBD,Blowdry,SINEAD,30,0
5/12/2018,May,ROST01,SHCM,Men's hair cut,JJ,40,0
5/12/2018,May,TYRK01,SBD,Blowdry,SINEAD,40,0
5/12/2018,May,DONB01,SBD,Blowdry,SINEAD,45.11,1
5/12/2018,May,SKUD01,SBD,Blowdry,BECKY,45.26,1
5/12/2018,May,PHIJ01,SBD,Blowdry,SINEAD,50,0
5/12/2018,May,SARM01,SBD,Blowdry,SINEAD,50,0
5/12/2018,May,NELT01,SBD,Blowdry,SINEAD,50,0
5/12/2018,May,HUDM01,SBD,Blowdry,SINEAD,50,0
5/12/2018,May,STOD01,SHCM,Men's hair cut,SINEAD,55,0
5/12/2018,May,MARG01,SHCM,Men's hair cut,JJ,60,0
5/12/2018,May,MARM01,CFC,Color full color,JOANNE,65,0
5/12/2018,May,EZIR01,SHCW,Women's hair cut,JJ,82,0
5/12/2018,May,TINT02,SHCW,Women's hair cut,JJ,82,0
5/12/2018,May,LYL01,SHCW,Women's hair cut,JJ,82,0
5/12/2018,May,SARM01,CFC,Color full color,JOANNE,85,0
5/12/2018,May,TAYJ02,SHCW,Women's hair cut,JJ,92,0
5/12/2018,May,GOSD01,CHLPL,Highlights partial,JOANNE,130,0
5/12/2018,May,SMIS01,CHLFH,Highlights full,JOANNE,140,0
5/12/2018,May,DONB01,CHLPL,Highlights partial,JOANNE,147.73,1
5/12/2018,May,TYRK01,CHLPL,Highlights partial,JOANNE,150,0
5/12/2018,May,TAYJ02,CHLFH,Highlights full,JOANNE,150,0
5/12/2018,May,JASA01,SBD5+1,Blow dry bundle 5+1,HOUSE,260,0
5/12/2018,May,CASH01,CON,Consultation,JJ,0,1
5/15/2018,May,MELE01,SHCM,Men's hair cut,BECKY,30,0
5/15/2018,May,MACR01,SHCM,Men's hair cut,SINEAD,35,0
5/15/2018,May,BREF01,SHCM,Men's hair cut,JJ,40,0
5/15/2018,May,SCHJ01,CCAMO,Men's camo color,JJ,45,0
5/15/2018,May,BURT01,CALC,Accent lights and color,JOANNE,45,0
5/15/2018,May,BURT01,SHCM,Men's hair cut,JJ,50,0
5/15/2018,May,BROS01,SBD,Blowdry,BECKY,50,0
5/15/2018,May,ROSM01,CTU,Color touch up,JOANNE,50,0
5/15/2018,May,SARK01,SBD,Blowdry,JJ,52,0
5/15/2018,May,MOLC01,SHCW,Women's hair cut,BECKY,60,0
5/15/2018,May,CHMY01,SHCW,Women's hair cut,BECKY,60,0
5/15/2018,May,ARAI01,SHCW,Women's hair cut,BECKY,60,0
5/15/2018,May,LUCL01,SHCW,Women's hair cut,BECKY,60,0
5/15/2018,May,SCHJ01,SHCM,Men's hair cut,JJ,60,0
5/15/2018,May,MONL01,SHCW,Women's hair cut,SINEAD,70,0
5/15/2018,May,KUCM02,SHCW,Women's hair cut,JJ,82,0
5/15/2018,May,RODP01,SHCW,Women's hair cut,SINEAD,90,0
5/15/2018,May,WOOJ01,SHCW,Women's hair cut,SINEAD,90,0
5/15/2018,May,SARK01,CHLPHC,Partial highlights and color,JOANNE,140,0
5/15/2018,May,RODP01,CHLPL,Highlights partial,JOANNE,160,0
5/15/2018,May,HENI01,CON,Consultation,JOANNE,0,1
5/16/2018,May,RODP01,CON,Consultation,SINEAD,25,0
5/16/2018,May,ELSM01,SBD,Blowdry,SINEAD,30,0
5/16/2018,May,MACT01,SHCM,Men's hair cut,JJ,40,0
5/16/2018,May,KUKK01,SBD,Blowdry,SINEAD,50,0
5/16/2018,May,NELT01,SBD,Blowdry,SINEAD,50,0
5/16/2018,May,SARA01,SHCM,Men's hair cut,JJ,60,0
5/16/2018,May,REIL01,SHCW,Women's hair cut,SINEAD,70,0
5/16/2018,May,CURK01,SHCW,Women's hair cut,SINEAD,70,0
5/16/2018,May,LAMD01,SHCW,Women's hair cut,JJ,82,0
5/16/2018,May,SCHH01,SHCW,Women's hair cut,JJ,102,0
5/16/2018,May,BUSC01,SHCW,Women's hair cut,JJ,102,0
5/17/2018,May,HAMD01,SHCM,Men's hair cut,BECKY,30,0
5/17/2018,May,ABL*01,SHCM,Men's hair cut,BECKY,30,0
5/17/2018,May,PER*01,SBD,Blowdry,BECKY,30,0
5/17/2018,May,BUEM01,SBD,Blowdry,SINEAD,30,0
5/17/2018,May,BURL01,SBD,Blowdry,SINEAD,40,0
5/17/2018,May,NELT01,SBD,Blowdry,SINEAD,45.11,1
5/17/2018,May,YATT01,SHCM,Men's hair cut,BECKY,50,0
5/17/2018,May,HOLL01,SBD,Blowdry,SINEAD,50,0
5/17/2018,May,WOOD02,SBD,Blowdry,BECKY,50,0
5/17/2018,May,HILJ01,SBD,Blowdry,SINEAD,50,0
5/17/2018,May,COLG01,SBD,Blowdry,BECKY,50,0
5/17/2018,May,HILJ01,CMT,Color mini touch up,JOANNE,50,0
5/17/2018,May,PRIL01,SHCW,Women's hair cut,JJ,51,0
5/17/2018,May,HUDM01,SBD,Blowdry,JJ,52,0
5/17/2018,May,SHAA01,SHCM,Men's hair cut,SINEAD,55,0
5/17/2018,May,SIDA01,SHCW,Women's hair cut,BECKY,60,0
5/17/2018,May,BHAB01,SDUD,Dry updo,BECKY,60,1
5/17/2018,May,STOS01,SHCW,Women's hair cut,SINEAD,70,0
5/17/2018,May,MORB01,CFC,Color full color,JOANNE,85,0
5/17/2018,May,GOSD01,SHCW,Women's hair cut,JJ,88.44,1
5/17/2018,May,DONB01,SHCW,Women's hair cut,JJ,88.44,1
5/17/2018,May,MANL01,SHCW,Women's hair cut,SINEAD,90,0
5/17/2018,May,CHUA01,SHCW,Women's hair cut,JJ,92,0
5/17/2018,May,OKEM01,SHCW,Women's hair cut,JJ,102,0
5/17/2018,May,MORB01,SHCW,Women's hair cut,JJ,102,0
5/17/2018,May,CHUA01,CALC,Accent lights and color,JOANNE,130,0
5/17/2018,May,LOCS01,CHLPL,Highlights partial,JOANNE,140,0
5/17/2018,May,BURL01,CHLPHC,Partial highlights and color,JOANNE,170,0
5/17/2018,May,DONB01,CCO,Color correction,JOANNE,205,1
5/18/2018,May,MASA01,SHCM,Men's hair cut,BECKY,30,0
5/18/2018,May,DELC01,SHCM,Men's hair cut,BECKY,50,0
5/18/2018,May,PENM01,SBD,Blowdry,BECKY,50,0
5/18/2018,May,SKUD01,SBD,Blowdry,BECKY,50,0
5/18/2018,May,CORS02,SHCW,Women's hair cut,BECKY,60,0
5/18/2018,May,OHAG01,SHCM,Men's hair cut,JJ,60,0
5/18/2018,May,SAMJ01,SHCW,Women's hair cut,JJ,66.5,0
5/18/2018,May,WOOD01,CTU,Color touch up,JOANNE,70,0
5/18/2018,May,SIRM01,SHCW,Women's hair cut,BECKY,80,0
5/18/2018,May,NICS01,SHCW,Women's hair cut,JJ,82,0
5/18/2018,May,MESK01,SHCW,Women's hair cut,JJ,82,0
5/18/2018,May,WOOD01,SHCW,Women's hair cut,JJ,102,0
5/18/2018,May,ROBT01,CHLPHC,Partial highlights and color,JOANNE,140,0
5/18/2018,May,SAMJ01,CHLPL,Highlights partial,JOANNE,150,0
5/18/2018,May,DONB01,CBAL,Balayage,KELLY,155.56,1
5/19/2018,May,MCGM01,SHCM,Men's hair cut,SINEAD,35,0
5/19/2018,May,JONW01,SHCW,Women's hair cut,KELLY,45,0
5/19/2018,May,JONE01,SHCW,Women's hair cut,KELLY,45,0
5/19/2018,May,HASS01,SHCW,Women's hair cut,KELLY,45,0
5/19/2018,May,OGOE01,SHCW,Women's hair cut,KELLY,45,0
5/19/2018,May,BARE01,SHCW,Women's hair cut,KELLY,45,0
5/19/2018,May,DANJ01,SBD,Blowdry,BECKY,50,0
5/19/2018,May,NIDN01,SBD,Blowdry,BECKY,50,0
5/19/2018,May,WONM02,SBD,Blowdry,JJ,52,0
5/19/2018,May,RUTR01,SBD,Blowdry,JJ,52,0
5/19/2018,May,RIZB01,SHCW,Women's hair cut,KELLY,55,0
5/19/2018,May,RIZB01,CFC,Color full color,KELLY,55,0
5/19/2018,May,BARE01,CFC,Color full color,KELLY,65,0
5/19/2018,May,MCKS01,SHCW,Women's hair cut,SINEAD,70,0
5/19/2018,May,DANJ01,CTU,Color touch up,JOANNE,70,0
5/19/2018,May,NIDN01,CTU,Color touch up,JOANNE,70,0
5/19/2018,May,IORC01,SHCW,Women's hair cut,JJ,82,0
5/19/2018,May,DANG01,SHCW,Women's hair cut,JJ,82,0
5/19/2018,May,RUTR01,CFC,Color full color,JOANNE,85,0
5/19/2018,May,NELT01,SHCW,Women's hair cut,SINEAD,90,0
5/19/2018,May,LEIF01,SDUD,Dry updo,SINEAD,90,0
5/19/2018,May,LURM01,CALC,Accent lights and color,JOANNE,120,0
5/19/2018,May,MIRY01,CDPB,double process blonde,JOANNE,150,1
5/19/2018,May,HILJ01,CHLPHC,Partial highlights and color,JOANNE,158.18,1
5/19/2018,May,RONM01,CHLFHC,Full Highlights and color,JOANNE,160,0
5/22/2018,May,CARB01,CON,Consultation,BECKY,0,0
5/22/2018,May,ANDJ01,TRE 1,Treatments 1,KELLY,20,0
5/22/2018,May,SHAI01,TRE 1,Treatments 1,JOANNE,20,0
5/22/2018,May,DRAR01,SHCM,Men's hair cut,SINEAD,35,0
5/22/2018,May,PN01,SHCM,Men's hair cut,KELLY,35,0
5/22/2018,May,BORJ01,SHCM,Men's hair cut,JJ,40,0
5/22/2018,May,KUKH01,SBD,Blowdry,BECKY,40,0
5/22/2018,May,MOGS01,SHCW,Women's hair cut,KELLY,45,0
5/22/2018,May,ANDJ01,CT,Color toner,KELLY,45,0
5/22/2018,May,HELJ01,SHCM,Men's hair cut,BECKY,50,0
5/22/2018,May,KUKK01,SBD,Blowdry,SINEAD,50,0
5/22/2018,May,WOOJ01,SBD,Blowdry,SINEAD,50,0
5/22/2018,May,WONM02,SBD,Blowdry,JJ,52,0
5/22/2018,May,HOLD01,SHCW,Women's hair cut,BECKY,60,0
5/22/2018,May,RIVA01,SHCW,Women's hair cut,BECKY,60,0
5/22/2018,May,DUFD01,SHCM,Men's hair cut,JJ,60,0
5/22/2018,May,WIL*01,CTU,Color touch up,JOANNE,60,0
5/22/2018,May,ANDJ01,SHCW,Women's hair cut,KELLY,65,0
5/22/2018,May,ERVA01,SHCW,Women's hair cut,SINEAD,70,0
5/22/2018,May,WOOJ01,CTU,Color touch up,JOANNE,70,0
5/22/2018,May,SHAI01,SHCW,Women's hair cut,SINEAD,80,0
5/22/2018,May,SHAL01,SHCW,Women's hair cut,JJ,88.44,1
5/22/2018,May,HIMB01,SHCW,Women's hair cut,JJ,88.44,1
5/22/2018,May,WIL*01,SHCW,Women's hair cut,JJ,92,0
5/22/2018,May,WARG01,SHCW,Women's hair cut,JJ,102,0
5/22/2018,May,DAV*01,SHCW,Women's hair cut,JJ,102,0
5/22/2018,May,SHAI01,CHLPL,Highlights partial,JOANNE,150,0
5/22/2018,May,KUKH01,CHLPL,Highlights partial,JOANNE,150,0
5/22/2018,May,ANDJ01,CBAL,Balayage,KELLY,150,0
5/23/2018,May,SINS02,SHCM,Men's hair cut,KELLY,30,0
5/23/2018,May,PARJ01,SHCM,Men's hair cut,KELLY,35,0
5/23/2018,May,KOSA01,SHCW,Women's hair cut,KELLY,45,0
5/23/2018,May,NELT01,SBD,Blowdry,SINEAD,45.11,1
5/23/2018,May,COLG01,SBD,Blowdry,SINEAD,50,0
5/23/2018,May,NELT01,SBD,Blowdry,SINEAD,50,0
5/23/2018,May,BERH01,SBD,Blowdry,JJ,52,0
5/23/2018,May,COXH01,SHCW,Women's hair cut,KELLY,55,0
5/23/2018,May,DRAA01,SHCW,Women's hair cut,KELLY,55,0
5/23/2018,May,POOD01,SHCM,Men's hair cut,SINEAD,55,0
5/23/2018,May,PER*01,SBD,Blowdry,KELLY,55,0
5/23/2018,May,PENM01,SHCW,Women's hair cut,KELLY,56.05,1
5/23/2018,May,SLUS01,SHCM,Men's hair cut,JJ,60,0
5/23/2018,May,HENB01,SHCM,Men's hair cut,JJ,60,0
5/23/2018,May,POTR01,SHCM,Men's hair cut,JJ,60,0
5/23/2018,May,CLEE01,SHCW,Women's hair cut,SINEAD,70,0
5/23/2018,May,SHEK01,SHCW,Women's hair cut,SINEAD,70,0
5/23/2018,May,WALS01,SHCW,Women's hair cut,SINEAD,70,0
5/23/2018,May,MENE01,SHCW,Women's hair cut,SINEAD,74.67,1
5/23/2018,May,SAVC01,SHCW,Women's hair cut,JJ,82,0
5/23/2018,May,VELA01,SHCW,Women's hair cut,JJ,82,0
5/23/2018,May,GRIA01,SHCW,Women's hair cut,SINEAD,90,0
5/23/2018,May,RICP01,SHCW,Women's hair cut,SINEAD,90,0
5/23/2018,May,.L01,SHCW,Women's hair cut,JJ,92,0
5/23/2018,May,DOLD01,SHCW,Women's hair cut,JJ,102,0
5/23/2018,May,.L01,CHLPHC,Partial highlights and color,JOANNE,170,0
5/24/2018,May,THOJ01,TRE 1,Treatments 1,SINEAD,20,1
5/24/2018,May,HENA01,SMARTBOND,Smart Bond,JOANNE,20,0
5/24/2018,May,POLB01,SBD,Blowdry,BECKY,30,0
5/24/2018,May,AVPR01,SBD,Blowdry,BECKY,30,0
5/24/2018,May,MCCB01,SHCM,Men's hair cut,BECKY,50,0
5/24/2018,May,MAKM01,SHCM,Men's hair cut,SINEAD,55,0
5/24/2018,May,BENC01,CFC,Color full color,JOANNE,65,0
5/24/2018,May,HENA01,SHCW,Women's hair cut,BECKY,70,0
5/24/2018,May,HOAB01,SHCW,Women's hair cut,SINEAD,70,0
5/24/2018,May,THOJ01,SHCW,Women's hair cut,SINEAD,70,0
5/24/2018,May,MOIB01,CTU,Color touch up,JOANNE,70,0
5/24/2018,May,HOLL01,CTU,Color touch up,JOANNE,70,0
5/24/2018,May,MASA01,CFC,Color full color,JOANNE,77.06,1
5/24/2018,May,MAPJ01,SHCW,Women's hair cut,JJ,82,0
5/24/2018,May,HIMB01,SHCW,Women's hair cut,JJ,82,0
5/24/2018,May,MOIB01,SHCW,Women's hair cut,SINEAD,90,0
5/24/2018,May,HOLL01,SHCW,Women's hair cut,SINEAD,90,0
5/24/2018,May,MOLA01,SHCW,Women's hair cut,JJ,102,0
5/24/2018,May,RUTA01,SHCW,Women's hair cut,JJ,102,0
5/24/2018,May,HENA01,CALC,Accent lights and color,JOANNE,130,0
5/24/2018,May,RUTA01,CALC,Accent lights and color,JOANNE,140,0
5/24/2018,May,JOHJ01,CHLPL,Highlights partial,JOANNE,160,0
5/25/2018,May,INFB01,CON,Consultation,KELLY,0,0
5/25/2018,May,APTM01,SHCM,Men's hair cut,JJ,30,0
5/25/2018,May,CARK01,SBD,Blowdry,KELLY,35,0
5/25/2018,May,WEIS01,SHCM,Men's hair cut,JJ,40,0
5/25/2018,May,CARK01,CTU,Color touch up,KELLY,40,0
5/25/2018,May,KLEA01,SHCM,Men's hair cut,BECKY,50,0
5/25/2018,May,SIRM01,SBD,Blowdry,BECKY,50,0
5/25/2018,May,PENM01,SBD,Blowdry,BECKY,50,0
5/25/2018,May,PENM01,CMT,Color mini touch up,JOANNE,50,0
5/25/2018,May,HUDM01,SBD,Blowdry,JJ,52,0
5/25/2018,May,IADA01,SHCW,Women's hair cut,KELLY,55,0
5/25/2018,May,MER*01,SHCW,Women's hair cut,KELLY,55,0
5/25/2018,May,HIGA01,SHCW,Women's hair cut,KELLY,55,0
5/25/2018,May,KASJ01,SHCW,Women's hair cut,BECKY,60,0
5/25/2018,May,LYOH01,SHCW,Women's hair cut,BECKY,60,0
5/25/2018,May,COWS01,SHCW,Women's hair cut,BECKY,60,0
5/25/2018,May,GUBD01,SHCM,Men's hair cut,JJ,60,0
5/25/2018,May,CARS01,SHCW,Women's hair cut,BECKY,67.84,1
5/25/2018,May,DORR01,SHCW,Women's hair cut,JJ,82,0
5/25/2018,May,KINN01,SHCW,Women's hair cut,JJ,102,0
5/25/2018,May,WYRC01,SHCW,Women's hair cut,JJ,102,0
5/25/2018,May,WAGW01,SHCM,Men's hair cut,KELLY,38.8,1
5/26/2018,May,KRAV01,SMARTBOND,Smart Bond,KELLY,25,0
5/26/2018,May,RADP01,SHCM,Men's hair cut,KELLY,35,0
5/26/2018,May,BRAN01,SHCM,Men's hair cut,SINEAD,35,0
5/26/2018,May,FIGM01,CTU,Color touch up,KELLY,45,0
5/26/2018,May,SASM01,CT,Color toner,KELLY,45,0
5/26/2018,May,SKUD01,SBD,Blowdry,BECKY,45.26,1
5/26/2018,May,HUDM01,SBD,Blowdry,BECKY,45.26,1
5/26/2018,May,RODP01,SBD,Blowdry,SINEAD,50,0
5/26/2018,May,HILJ01,SBD,Blowdry,SINEAD,50,0
5/26/2018,May,NELT01,SBD,Blowdry,SINEAD,50,0
5/26/2018,May,BROS01,SBD,Blowdry,BECKY,50,0
5/26/2018,May,COLG01,SBD,Blowdry,BECKY,50,0
5/26/2018,May,SPEK01,CTU,Color touch up,JOANNE,50,0
5/26/2018,May,COLG01,CMT,Color mini touch up,JOANNE,50,0
5/26/2018,May,WOOJ01,SBD,Blowdry,JJ,52,0
5/26/2018,May,WONM02,SBD,Blowdry,JJ,52,0
5/26/2018,May,SASM01,SHCW,Women's hair cut,KELLY,55,0
5/26/2018,May,ARRM01,SBD,Blowdry,KELLY,55,0
5/26/2018,May,PATB01,SHCW,Women's hair cut,BECKY,60,0
5/26/2018,May,BERI01,SHCM,Men's hair cut,JJ,60,0
5/26/2018,May,RETM01,SHCW,Women's hair cut,SINEAD,70,0
5/26/2018,May,KRAV01,SHCW,Women's hair cut,KELLY,75,0
5/26/2018,May,FLAS01,CFC,Color full color,JOANNE,75,0
5/26/2018,May,FLAS01,SHCW,Women's hair cut,SINEAD,80,0
5/26/2018,May,FLAC01,SHCW,Women's hair cut,SINEAD,80,0
5/26/2018,May,KRAV01,CDPB,double process blonde,KELLY,80,0
5/26/2018,May,WILT01,SHCW,Women's hair cut,JJ,82,0
