booking_date,booking_date_raw,booking_date_month,client_code,service_code,service_desc,staff,price,canceled_yes_no
2018-05-01,20180501,May,FLEB01,SHCW,Women's hair cut,JJ,82,0
2018-05-01,20180501,May,KERT01,SHCW,Women's hair cut,JJ,102,0
2018-05-02,20180502,May,NELT01,SBD,Blowdry,SINEAD,30,0
2018-05-02,20180502,May,DENB01,SHCM,Men's hair cut,SINEAD,35,0
2018-05-02,20180502,May,RODP01,SBD,Blowdry,SINEAD,50,0
2018-05-02,20180502,May,KINN01,SBD,Blowdry,JJ,52,0
2018-05-02,20180502,May,POTR01,SHCM,Men's hair cut,JJ,60,0
2018-05-02,20180502,May,MARA01,SHCW,Women's hair cut,SINEAD,70,0
2018-05-02,20180502,May,ATKN01,SHCW,Women's hair cut,JJ,82,0
2018-05-02,20180502,May,LEEV01,SHCW,Women's hair cut,JJ,82,0
2018-05-03,20180503,May,SPIJ01,SHCM,Men's hair cut,BECKY,30,0
2018-05-03,20180503,May,BRAN01,SHCM,Men's hair cut,SINEAD,35,0
2018-05-03,20180503,May,NIES02,SHCM,Men's hair cut,JJ,40,0
2018-05-03,20180503,May,TSAR01,SHCM,Men's hair cut,JJ,40,0
2018-05-03,20180503,May,NEEL01,CTU,Color touch up,JJ,40,0
2018-05-03,20180503,May,GUYD01,CCAMO,Men's camo color,BECKY,40,1
2018-05-03,20180503,May,GUYD01,SHCM,Men's hair cut,BECKY,41.15,1
2018-05-03,20180503,May,HOLL01,SBD,Blowdry,SINEAD,45,0
2018-05-03,20180503,May,NELT01,SBD,Blowdry,SINEAD,45.11,1
2018-05-03,20180503,May,NIDN01,SBD,Blowdry,SINEAD,50,0
2018-05-03,20180503,May,SKUD01,SBD,Blowdry,BECKY,50,0
2018-05-03,20180503,May,BREM01,SHCM,Men's hair cut,SINEAD,55,0
2018-05-03,20180503,May,BHAJ01,SHCW,Women's hair cut,BECKY,60,0
2018-05-03,20180503,May,MESN01,SHCW,Women's hair cut,BECKY,60,0
2018-05-03,20180503,May,LYNG01,SHCM,Men's hair cut,JJ,60,0
2018-05-03,20180503,May,MARR01,SHCW,Women's hair cut,SINEAD,70,0
2018-05-03,20180503,May,LEFN01,SHCW,Women's hair cut,JJ,82,0
2018-05-03,20180503,May,BRIK01,SHCW,Women's hair cut,JJ,82,0
2018-05-03,20180503,May,WOOD02,SHCW,Women's hair cut,JJ,82,0
2018-05-03,20180503,May,HENI01,SHCW,Women's hair cut,JJ,88.44,1
2018-05-03,20180503,May,NEEL01,SHCW,Women's hair cut,JJ,92,0
2018-05-04,20180504,May,PLUJ01,CCAMO,Men's camo color,JJ,25,0
2018-05-04,20180504,May,COLR02,SHCM,Men's hair cut,BECKY,30,0
2018-05-04,20180504,May,ZIMJ01,SHCM,Men's hair cut,BECKY,30,0
2018-05-04,20180504,May,ALIR02,SBD,Blowdry,BECKY,30,0
2018-05-04,20180504,May,CAND01,CCAMO,Men's camo color,JJ,32.08,1
2018-05-04,20180504,May,GUYD01,CCAMO,Men's camo color,BECKY,35,0
2018-05-04,20180504,May,COLE01,SHCM,Men's hair cut,JJ,40,0
2018-05-04,20180504,May,COLB01,SHCM,Men's hair cut,JJ,40,0
2018-05-04,20180504,May,GUYD01,SHCM,Men's hair cut,BECKY,40,0
2018-05-04,20180504,May,RICC01,SBD,Blowdry,BECKY,40,0
2018-05-04,20180504,May,PENM01,SBD,Blowdry,BECKY,45.26,1
2018-05-04,20180504,May,MCGV01,SBD,Blowdry,BECKY,45.26,1
2018-05-04,20180504,May,NICP01,SHCM,Men's hair cut,BECKY,50,0
2018-05-04,20180504,May,BYRP01,SBD,Blowdry,BECKY,50,0
2018-05-04,20180504,May,COLG01,SBD,Blowdry,BECKY,50,0
2018-05-04,20180504,May,SIRM01,SBD,Blowdry,BECKY,50,0
2018-05-04,20180504,May,MCGV01,CMT,Color mini touch up,JOANNE,50,0
2018-05-04,20180504,May,KOOM01,SBD,Blowdry,JJ,52,0
2018-05-04,20180504,May,PLUJ01,SHCM,Men's hair cut,JJ,60,0
2018-05-04,20180504,May,CAND01,SHCM,Men's hair cut,JJ,60,0
2018-05-04,20180504,May,PENM01,CTU,Color touch up,JOANNE,60,0
2018-05-04,20180504,May,GHOP01,SHCW,Women's hair cut,BECKY,70,0
2018-05-04,20180504,May,RICC01,CFC,Color full color,JOANNE,80,0
2018-05-04,20180504,May,BENS01,SHCW,Women's hair cut,JJ,82,0
2018-05-04,20180504,May,MICK01,SHCW,Women's hair cut,JJ,82,0
2018-05-04,20180504,May,SCHC01,CHLPL,Highlights partial,JOANNE,100,0
2018-05-04,20180504,May,GHOP01,CALC,Accent lights and color,JOANNE,130,0
2018-05-04,20180504,May,PENM01,SBD5+1,Blow dry bundle 5+1,HOUSE,240,0
2018-05-04,20180504,May,DUFD01,CON,Consultation,JJ,0,1
2018-05-05,20180505,May,IRWE01,CON,Consultation,SINEAD,0,0
2018-05-05,20180505,May,LAMC01,SHCM,Men's hair cut,BECKY,30,0
2018-05-05,20180505,May,ALIA01,SHCM,Men's hair cut,BECKY,30,0
2018-05-05,20180505,May,WYRC01,SBD,Blowdry,JJ,32,0
2018-05-05,20180505,May,BOTN01,SHCM,Men's hair cut,SINEAD,35,0
2018-05-05,20180505,May,ODOA01,SHCW,Women's hair cut,BECKY,40,0
2018-05-05,20180505,May,BROF01,SBD,Blowdry,BECKY,40,0
2018-05-05,20180505,May,WONM02,SBD,Blowdry,JJ,52,0
2018-05-05,20180505,May,HUDM01,SBD,Blowdry,JJ,52,0
2018-05-05,20180505,May,IRWE01,SHCM,Men's hair cut,SINEAD,55,0
2018-05-05,20180505,May,SCOJ01,SHCW,Women's hair cut,BECKY,60,0
2018-05-05,20180505,May,FISV01,SHCW,Women's hair cut,BECKY,60,0
2018-05-05,20180505,May,TUMM01,CTU,Color touch up,JOANNE,60,0
2018-05-05,20180505,May,SHIL01,SHCW,Women's hair cut,SINEAD,70,0
2018-05-05,20180505,May,CHUJ01,SHCW,Women's hair cut,SINEAD,70,0
2018-05-05,20180505,May,HESM01,SHCW,Women's hair cut,SINEAD,70,0
2018-05-05,20180505,May,CAYK01,CTU,Color touch up,JOANNE,70,0
2018-05-05,20180505,May,IRWE01,CTU,Color touch up,JOANNE,70,0
2018-05-05,20180505,May,GAGC01,SHCW,Women's hair cut,JJ,82,0
2018-05-05,20180505,May,BENL01,SHCW,Women's hair cut,JJ,92,0
2018-05-05,20180505,May,TUMM01,SHCW,Women's hair cut,JJ,92,0
2018-05-05,20180505,May,ERWS01,SHCW,Women's hair cut,JJ,102,0
2018-05-05,20180505,May,BROF01,CALC,Accent lights and color,JOANNE,130,0
2018-05-05,20180505,May,ERWS01,CALC,Accent lights and color,JOANNE,140,0
2018-05-05,20180505,May,BENL01,CBAL,Balayage,JOANNE,190,0
2018-05-06,20180506,May,KIRR01,SHCM,Men's hair cut,BECKY,41.15,1
2018-05-06,20180506,May,ROUT01,SBD,Blowdry,JJ,44.55,1
2018-05-06,20180506,May,NELT01,SBD,Blowdry,BECKY,45.26,1
2018-05-06,20180506,May,HUDS01,SBD,Blowdry,JJ,52,0
2018-05-06,20180506,May,JONK01,SHCW,Women's hair cut,BECKY,60,0
2018-05-06,20180506,May,SARM01,SHCW,Women's hair cut,JJ,82,0
2018-05-08,20180508,May,CARB01,CON,Consultation,BECKY,0,1
2018-05-08,20180508,May,BATP01,SHCM,Men's hair cut,JJ,40,0
2018-05-08,20180508,May,HOWC01,SHCM,Men's hair cut,JJ,40,0
2018-05-08,20180508,May,MCPL01,SBD,Blowdry,BECKY,40,0
2018-05-08,20180508,May,KIRR01,SHCM,Men's hair cut,BECKY,41.15,1
2018-05-08,20180508,May,MCPL01,SBD,Blowdry,BECKY,45.26,1
2018-05-08,20180508,May,HILJ01,SBD,Blowdry,SINEAD,50,0
2018-05-08,20180508,May,ALZR01,SHCW,Women's hair cut,BECKY,60,0
2018-05-08,20180508,May,LEEP01,SHCM,Men's hair cut,JJ,60,0
2018-05-08,20180508,May,PIPJ01,SHCM,Men's hair cut,JJ,60,0
2018-05-08,20180508,May,JUDJ01,SHCW,Women's hair cut,SINEAD,70,0
2018-05-08,20180508,May,KIMS01,CFC,Color full color,JOANNE,75,0
2018-05-08,20180508,May,KIMY01,SHCW,Women's hair cut,JJ,82,0
2018-05-08,20180508,May,BOSJ01,SHCW,Women's hair cut,SINEAD,90,0
2018-05-08,20180508,May,KIMS01,SHCW,Women's hair cut,JJ,92,0
2018-05-08,20180508,May,BRES01,SHCW,Women's hair cut,JJ,102,0
2018-05-08,20180508,May,TAYJ01,SHCW,Women's hair cut,JJ,102,0
2018-05-08,20180508,May,MCPL01,CHLFH,Highlights full,JOANNE,150,0
2018-05-08,20180508,May,TAYJ01,CHLPL,Highlights partial,JOANNE,160,0
2018-05-08,20180508,May,TAYL01,CHLFH,Highlights full,JOANNE,160,0
2018-05-08,20180508,May,NELT01,SBD5+1,Blow dry bundle 5+1,HOUSE,250,0
2018-05-09,20180509,May,FLEL01,SHCM,Men's hair cut,SINEAD,35,0
2018-05-09,20180509,May,SHAS01,SHCM,Men's hair cut,JJ,40,0
2018-05-09,20180509,May,COLG01,SBD,Blowdry,BECKY,50,0
2018-05-09,20180509,May,CABL01,CFC,Color full color,JOANNE,65,0
2018-05-09,20180509,May,ANDN01,SHCW,Women's hair cut,SINEAD,70,0
2018-05-09,20180509,May,CRIV01,SHCW,Women's hair cut,SINEAD,70,0
2018-05-09,20180509,May,RUPN01,SHCW,Women's hair cut,SINEAD,70,0
2018-05-09,20180509,May,MCLE01,SHCW,Women's hair cut,SINEAD,70,0
2018-05-09,20180509,May,SINJ01,SHCW,Women's hair cut,JJ,82,0
2018-05-09,20180509,May,BERH01,CALC,Accent lights and color,JOANNE,90,0
2018-05-09,20180509,May,BERH01,SHCW,Women's hair cut,JJ,92,0
2018-05-09,20180509,May,KRIJ01,SHCW,Women's hair cut,JJ,88.44,1
2018-05-10,20180510,May,KATM01,CON,Consultation,JOANNE,0,1
2018-05-10,20180510,May,TAYT01,SHCM,Men's hair cut,SINEAD,35,0
2018-05-10,20180510,May,TAYR01,SHCM,Men's hair cut,JJ,40,0
2018-05-10,20180510,May,HOLL01,SBD,Blowdry,SINEAD,50,0
2018-05-10,20180510,May,BROS01,SBD,Blowdry,BECKY,50,0
2018-05-10,20180510,May,BUDG02,SHCM,Men's hair cut,SINEAD,55,0
2018-05-10,20180510,May,SOLR01,SHCW,Women's hair cut,BECKY,60,0
2018-05-10,20180510,May,DINJ01,SHCW,Women's hair cut,BECKY,60,0
2018-05-10,20180510,May,SHAP01,SHCW,Women's hair cut,BECKY,60,0
2018-05-10,20180510,May,MARK01,SHCW,Women's hair cut,BECKY,60,0
2018-05-10,20180510,May,COLJ01,SHCM,Men's hair cut,JJ,60,0
2018-05-10,20180510,May,THOD01,SHCM,Men's hair cut,JJ,60,0
2018-05-10,20180510,May,MONE01,SHCW,Women's hair cut,SINEAD,70,0
2018-05-10,20180510,May,STEP01,SHCW,Women's hair cut,SINEAD,70,0
2018-05-10,20180510,May,RODP01,SHCW,Women's hair cut,SINEAD,74.67,1
2018-05-10,20180510,May,NORL01,SHCW,Women's hair cut,JJ,82,0
2018-05-10,20180510,May,ROSD01,SHCW,Women's hair cut,JJ,82,0
2018-05-10,20180510,May,KALA01,SHCW,Women's hair cut,JJ,92,0
2018-05-10,20180510,May,BREH01,SHCW,Women's hair cut,JJ,102,0
2018-05-10,20180510,May,HOLS01,CALC,Accent lights and color,JOANNE,120,0
2018-05-10,20180510,May,BOES01,CALC,Accent lights and color,JOANNE,120,0
2018-05-10,20180510,May,REIC01,CHLFH,Highlights full,JOANNE,140,0
2018-05-10,20180510,May,KALA01,CHLPL,Highlights partial,JOANNE,150,0
2018-05-10,20180510,May,RODP01,CHLFH,Highlights full,JOANNE,150,1
2018-05-10,20180510,May,AINM01,SBD5+1,Blow dry bundle 5+1,HOUSE,230,0
2018-05-10,20180510,May,RODP01,CON,Consultation,JOANNE,0,1
2018-05-11,20180511,May,REDM01,CON,Consultation,JJ,0,0
2018-05-11,20180511,May,MURS01,SHCM,Men's hair cut,BECKY,5,0
2018-05-11,20180511,May,COWL01,SMARTBOND,Smart Bond,JOANNE,25,0
2018-05-11,20180511,May,LIMB01,SHCM,Men's hair cut,BECKY,30,0
2018-05-11,20180511,May,WARN01,SHCM,Men's hair cut,BECKY,30,0
2018-05-11,20180511,May,BROS02,SHCM,Men's hair cut,BECKY,30,0
2018-05-11,20180511,May,WARK01,SHCM,Men's hair cut,BECKY,30,0
2018-05-11,20180511,May,KHAN01,SBD,Blowdry,BECKY,30,0
2018-05-11,20180511,May,TIML01,SBD,Blowdry,JJ,32,0
2018-05-11,20180511,May,GIEC01,SHCM,Men's hair cut,JJ,40,0
2018-05-11,20180511,May,KIRR01,SHCM,Men's hair cut,BECKY,41.15,1
2018-05-11,20180511,May,LEEO01,SBD,Blowdry,BECKY,45.26,1
2018-05-11,20180511,May,SIRM01,SBD,Blowdry,BECKY,50,0
2018-05-11,20180511,May,COLG01,SBD,Blowdry,BECKY,50,0
2018-05-11,20180511,May,LEEO01,CTU,Color touch up,JOANNE,50,0
2018-05-11,20180511,May,ARRM01,SBD,Blowdry,JJ,52,0
2018-05-11,20180511,May,NGUS01,CTU,Color touch up,JOANNE,66.52,1
2018-05-11,20180511,May,COWL01,SHCW,Women's hair cut,BECKY,70,0
2018-05-11,20180511,May,COLG01,CTU,Color touch up,JOANNE,70,0
2018-05-11,20180511,May,NOWT01,SHCW,Women's hair cut,JJ,82,0
2018-05-11,20180511,May,GRAA01,SHCW,Women's hair cut,JJ,82,0
2018-05-11,20180511,May,CHA*01,SHCW,Women's hair cut,JJ,82,0
2018-05-11,20180511,May,NICL01,SHCW,Women's hair cut,JJ,82,0
2018-05-11,20180511,May,NGUS01,SHCW,Women's hair cut,JJ,88.44,1
2018-05-11,20180511,May,THOW01,SHCW,Women's hair cut,JJ,102,0
2018-05-11,20180511,May,COWL01,CHLPL,Highlights partial,JOANNE,150,0
2018-05-12,20180512,May,JASA01,CON,Consultation,JJ,0,0
2018-05-12,20180512,May,PEEL01,SBD,Blowdry,SINEAD,30,0
2018-05-12,20180512,May,ROST01,SHCM,Men's hair cut,JJ,40,0
2018-05-12,20180512,May,TYRK01,SBD,Blowdry,SINEAD,40,0
2018-05-12,20180512,May,DONB01,SBD,Blowdry,SINEAD,45.11,1
2018-05-12,20180512,May,SKUD01,SBD,Blowdry,BECKY,45.26,1
2018-05-12,20180512,May,PHIJ01,SBD,Blowdry,SINEAD,50,0
2018-05-12,20180512,May,SARM01,SBD,Blowdry,SINEAD,50,0
2018-05-12,20180512,May,NELT01,SBD,Blowdry,SINEAD,50,0
2018-05-12,20180512,May,HUDM01,SBD,Blowdry,SINEAD,50,0
2018-05-12,20180512,May,STOD01,SHCM,Men's hair cut,SINEAD,55,0
2018-05-12,20180512,May,MARG01,SHCM,Men's hair cut,JJ,60,0
2018-05-12,20180512,May,MARM01,CFC,Color full color,JOANNE,65,0
2018-05-12,20180512,May,EZIR01,SHCW,Women's hair cut,JJ,82,0
2018-05-12,20180512,May,TINT02,SHCW,Women's hair cut,JJ,82,0
2018-05-12,20180512,May,LYL01,SHCW,Women's hair cut,JJ,82,0
2018-05-12,20180512,May,SARM01,CFC,Color full color,JOANNE,85,0
2018-05-12,20180512,May,TAYJ02,SHCW,Women's hair cut,JJ,92,0
2018-05-12,20180512,May,GOSD01,CHLPL,Highlights partial,JOANNE,130,0
2018-05-12,20180512,May,SMIS01,CHLFH,Highlights full,JOANNE,140,0
2018-05-12,20180512,May,DONB01,CHLPL,Highlights partial,JOANNE,147.73,1
2018-05-12,20180512,May,TYRK01,CHLPL,Highlights partial,JOANNE,150,0
2018-05-12,20180512,May,TAYJ02,CHLFH,Highlights full,JOANNE,150,0
2018-05-12,20180512,May,JASA01,SBD5+1,Blow dry bundle 5+1,HOUSE,260,0
2018-05-12,20180512,May,CASH01,CON,Consultation,JJ,0,1
2018-05-15,20180515,May,MELE01,SHCM,Men's hair cut,BECKY,30,0
2018-05-15,20180515,May,MACR01,SHCM,Men's hair cut,SINEAD,35,0
2018-05-15,20180515,May,BREF01,SHCM,Men's hair cut,JJ,40,0
2018-05-15,20180515,May,SCHJ01,CCAMO,Men's camo color,JJ,45,0
2018-05-15,20180515,May,BURT01,CALC,Accent lights and color,JOANNE,45,0
2018-05-15,20180515,May,BURT01,SHCM,Men's hair cut,JJ,50,0
2018-05-15,20180515,May,BROS01,SBD,Blowdry,BECKY,50,0
2018-05-15,20180515,May,ROSM01,CTU,Color touch up,JOANNE,50,0
2018-05-15,20180515,May,SARK01,SBD,Blowdry,JJ,52,0
2018-05-15,20180515,May,MOLC01,SHCW,Women's hair cut,BECKY,60,0
2018-05-15,20180515,May,CHMY01,SHCW,Women's hair cut,BECKY,60,0
2018-05-15,20180515,May,ARAI01,SHCW,Women's hair cut,BECKY,60,0
2018-05-15,20180515,May,LUCL01,SHCW,Women's hair cut,BECKY,60,0
2018-05-15,20180515,May,SCHJ01,SHCM,Men's hair cut,JJ,60,0
2018-05-15,20180515,May,MONL01,SHCW,Women's hair cut,SINEAD,70,0
2018-05-15,20180515,May,KUCM02,SHCW,Women's hair cut,JJ,82,0
2018-05-15,20180515,May,RODP01,SHCW,Women's hair cut,SINEAD,90,0
2018-05-15,20180515,May,WOOJ01,SHCW,Women's hair cut,SINEAD,90,0
2018-05-15,20180515,May,SARK01,CHLPHC,Partial highlights and color,JOANNE,140,0
2018-05-15,20180515,May,RODP01,CHLPL,Highlights partial,JOANNE,160,0
2018-05-15,20180515,May,HENI01,CON,Consultation,JOANNE,0,1
2018-05-16,20180516,May,RODP01,CON,Consultation,SINEAD,25,0
2018-05-16,20180516,May,ELSM01,SBD,Blowdry,SINEAD,30,0
2018-05-16,20180516,May,MACT01,SHCM,Men's hair cut,JJ,40,0
2018-05-16,20180516,May,KUKK01,SBD,Blowdry,SINEAD,50,0
2018-05-16,20180516,May,NELT01,SBD,Blowdry,SINEAD,50,0
2018-05-16,20180516,May,SARA01,SHCM,Men's hair cut,JJ,60,0
2018-05-16,20180516,May,REIL01,SHCW,Women's hair cut,SINEAD,70,0
2018-05-16,20180516,May,CURK01,SHCW,Women's hair cut,SINEAD,70,0
2018-05-16,20180516,May,LAMD01,SHCW,Women's hair cut,JJ,82,0
2018-05-16,20180516,May,SCHH01,SHCW,Women's hair cut,JJ,102,0
2018-05-16,20180516,May,BUSC01,SHCW,Women's hair cut,JJ,102,0
2018-05-17,20180517,May,HAMD01,SHCM,Men's hair cut,BECKY,30,0
2018-05-17,20180517,May,ABL*01,SHCM,Men's hair cut,BECKY,30,0
2018-05-17,20180517,May,PER*01,SBD,Blowdry,BECKY,30,0
2018-05-17,20180517,May,BUEM01,SBD,Blowdry,SINEAD,30,0
2018-05-17,20180517,May,BURL01,SBD,Blowdry,SINEAD,40,0
2018-05-17,20180517,May,NELT01,SBD,Blowdry,SINEAD,45.11,1
2018-05-17,20180517,May,YATT01,SHCM,Men's hair cut,BECKY,50,0
2018-05-17,20180517,May,HOLL01,SBD,Blowdry,SINEAD,50,0
2018-05-17,20180517,May,WOOD02,SBD,Blowdry,BECKY,50,0
2018-05-17,20180517,May,HILJ01,SBD,Blowdry,SINEAD,50,0
2018-05-17,20180517,May,COLG01,SBD,Blowdry,BECKY,50,0
2018-05-17,20180517,May,HILJ01,CMT,Color mini touch up,JOANNE,50,0
2018-05-17,20180517,May,PRIL01,SHCW,Women's hair cut,JJ,51,0
2018-05-17,20180517,May,HUDM01,SBD,Blowdry,JJ,52,0
2018-05-17,20180517,May,SHAA01,SHCM,Men's hair cut,SINEAD,55,0
2018-05-17,20180517,May,SIDA01,SHCW,Women's hair cut,BECKY,60,0
2018-05-17,20180517,May,BHAB01,SDUD,Dry updo,BECKY,60,1
2018-05-17,20180517,May,STOS01,SHCW,Women's hair cut,SINEAD,70,0
2018-05-17,20180517,May,MORB01,CFC,Color full color,JOANNE,85,0
2018-05-17,20180517,May,GOSD01,SHCW,Women's hair cut,JJ,88.44,1
2018-05-17,20180517,May,DONB01,SHCW,Women's hair cut,JJ,88.44,1
2018-05-17,20180517,May,MANL01,SHCW,Women's hair cut,SINEAD,90,0
2018-05-17,20180517,May,CHUA01,SHCW,Women's hair cut,JJ,92,0
2018-05-17,20180517,May,OKEM01,SHCW,Women's hair cut,JJ,102,0
2018-05-17,20180517,May,MORB01,SHCW,Women's hair cut,JJ,102,0
2018-05-17,20180517,May,CHUA01,CALC,Accent lights and color,JOANNE,130,0
2018-05-17,20180517,May,LOCS01,CHLPL,Highlights partial,JOANNE,140,0
2018-05-17,20180517,May,BURL01,CHLPHC,Partial highlights and color,JOANNE,170,0
2018-05-17,20180517,May,DONB01,CCO,Color correction,JOANNE,205,1
2018-05-18,20180518,May,MASA01,SHCM,Men's hair cut,BECKY,30,0
2018-05-18,20180518,May,DELC01,SHCM,Men's hair cut,BECKY,50,0
2018-05-18,20180518,May,PENM01,SBD,Blowdry,BECKY,50,0
2018-05-18,20180518,May,SKUD01,SBD,Blowdry,BECKY,50,0
2018-05-18,20180518,May,CORS02,SHCW,Women's hair cut,BECKY,60,0
2018-05-18,20180518,May,OHAG01,SHCM,Men's hair cut,JJ,60,0
2018-05-18,20180518,May,SAMJ01,SHCW,Women's hair cut,JJ,66.5,0
2018-05-18,20180518,May,WOOD01,CTU,Color touch up,JOANNE,70,0
2018-05-18,20180518,May,SIRM01,SHCW,Women's hair cut,BECKY,80,0
2018-05-18,20180518,May,NICS01,SHCW,Women's hair cut,JJ,82,0
2018-05-18,20180518,May,MESK01,SHCW,Women's hair cut,JJ,82,0
2018-05-18,20180518,May,WOOD01,SHCW,Women's hair cut,JJ,102,0
2018-05-18,20180518,May,ROBT01,CHLPHC,Partial highlights and color,JOANNE,140,0
2018-05-18,20180518,May,SAMJ01,CHLPL,Highlights partial,JOANNE,150,0
2018-05-18,20180518,May,DONB01,CBAL,Balayage,KELLY,155.56,1
2018-05-19,20180519,May,MCGM01,SHCM,Men's hair cut,SINEAD,35,0
2018-05-19,20180519,May,JONW01,SHCW,Women's hair cut,KELLY,45,0
2018-05-19,20180519,May,JONE01,SHCW,Women's hair cut,KELLY,45,0
2018-05-19,20180519,May,HASS01,SHCW,Women's hair cut,KELLY,45,0
2018-05-19,20180519,May,OGOE01,SHCW,Women's hair cut,KELLY,45,0
2018-05-19,20180519,May,BARE01,SHCW,Women's hair cut,KELLY,45,0
2018-05-19,20180519,May,DANJ01,SBD,Blowdry,BECKY,50,0
2018-05-19,20180519,May,NIDN01,SBD,Blowdry,BECKY,50,0
2018-05-19,20180519,May,WONM02,SBD,Blowdry,JJ,52,0
2018-05-19,20180519,May,RUTR01,SBD,Blowdry,JJ,52,0
2018-05-19,20180519,May,RIZB01,SHCW,Women's hair cut,KELLY,55,0
2018-05-19,20180519,May,RIZB01,CFC,Color full color,KELLY,55,0
2018-05-19,20180519,May,BARE01,CFC,Color full color,KELLY,65,0
2018-05-19,20180519,May,MCKS01,SHCW,Women's hair cut,SINEAD,70,0
2018-05-19,20180519,May,DANJ01,CTU,Color touch up,JOANNE,70,0
2018-05-19,20180519,May,NIDN01,CTU,Color touch up,JOANNE,70,0
2018-05-19,20180519,May,IORC01,SHCW,Women's hair cut,JJ,82,0
2018-05-19,20180519,May,DANG01,SHCW,Women's hair cut,JJ,82,0
2018-05-19,20180519,May,RUTR01,CFC,Color full color,JOANNE,85,0
2018-05-19,20180519,May,NELT01,SHCW,Women's hair cut,SINEAD,90,0
2018-05-19,20180519,May,LEIF01,SDUD,Dry updo,SINEAD,90,0
2018-05-19,20180519,May,LURM01,CALC,Accent lights and color,JOANNE,120,0
2018-05-19,20180519,May,MIRY01,CDPB,double process blonde,JOANNE,150,1
2018-05-19,20180519,May,HILJ01,CHLPHC,Partial highlights and color,JOANNE,158.18,1
2018-05-19,20180519,May,RONM01,CHLFHC,Full Highlights and color,JOANNE,160,0
2018-05-22,20180522,May,CARB01,CON,Consultation,BECKY,0,0
2018-05-22,20180522,May,ANDJ01,TRE 1,Treatments 1,KELLY,20,0
2018-05-22,20180522,May,SHAI01,TRE 1,Treatments 1,JOANNE,20,0
2018-05-22,20180522,May,DRAR01,SHCM,Men's hair cut,SINEAD,35,0
2018-05-22,20180522,May,PN01,SHCM,Men's hair cut,KELLY,35,0
2018-05-22,20180522,May,BORJ01,SHCM,Men's hair cut,JJ,40,0
2018-05-22,20180522,May,KUKH01,SBD,Blowdry,BECKY,40,0
2018-05-22,20180522,May,MOGS01,SHCW,Women's hair cut,KELLY,45,0
2018-05-22,20180522,May,ANDJ01,CT,Color toner,KELLY,45,0
2018-05-22,20180522,May,HELJ01,SHCM,Men's hair cut,BECKY,50,0
2018-05-22,20180522,May,KUKK01,SBD,Blowdry,SINEAD,50,0
2018-05-22,20180522,May,WOOJ01,SBD,Blowdry,SINEAD,50,0
2018-05-22,20180522,May,WONM02,SBD,Blowdry,JJ,52,0
2018-05-22,20180522,May,HOLD01,SHCW,Women's hair cut,BECKY,60,0
2018-05-22,20180522,May,RIVA01,SHCW,Women's hair cut,BECKY,60,0
2018-05-22,20180522,May,DUFD01,SHCM,Men's hair cut,JJ,60,0
2018-05-22,20180522,May,WIL*01,CTU,Color touch up,JOANNE,60,0
2018-05-22,20180522,May,ANDJ01,SHCW,Women's hair cut,KELLY,65,0
2018-05-22,20180522,May,ERVA01,SHCW,Women's hair cut,SINEAD,70,0
2018-05-22,20180522,May,WOOJ01,CTU,Color touch up,JOANNE,70,0
2018-05-22,20180522,May,SHAI01,SHCW,Women's hair cut,SINEAD,80,0
2018-05-22,20180522,May,SHAL01,SHCW,Women's hair cut,JJ,88.44,1
2018-05-22,20180522,May,HIMB01,SHCW,Women's hair cut,JJ,88.44,1
2018-05-22,20180522,May,WIL*01,SHCW,Women's hair cut,JJ,92,0
2018-05-22,20180522,May,WARG01,SHCW,Women's hair cut,JJ,102,0
2018-05-22,20180522,May,DAV*01,SHCW,Women's hair cut,JJ,102,0
2018-05-22,20180522,May,SHAI01,CHLPL,Highlights partial,JOANNE,150,0
2018-05-22,20180522,May,KUKH01,CHLPL,Highlights partial,JOANNE,150,0
2018-05-22,20180522,May,ANDJ01,CBAL,Balayage,KELLY,150,0
2018-05-23,20180523,May,SINS02,SHCM,Men's hair cut,KELLY,30,0
2018-05-23,20180523,May,PARJ01,SHCM,Men's hair cut,KELLY,35,0
2018-05-23,20180523,May,KOSA01,SHCW,Women's hair cut,KELLY,45,0
2018-05-23,20180523,May,NELT01,SBD,Blowdry,SINEAD,45.11,1
2018-05-23,20180523,May,COLG01,SBD,Blowdry,SINEAD,50,0
2018-05-23,20180523,May,NELT01,SBD,Blowdry,SINEAD,50,0
2018-05-23,20180523,May,BERH01,SBD,Blowdry,JJ,52,0
2018-05-23,20180523,May,COXH01,SHCW,Women's hair cut,KELLY,55,0
2018-05-23,20180523,May,DRAA01,SHCW,Women's hair cut,KELLY,55,0
2018-05-23,20180523,May,POOD01,SHCM,Men's hair cut,SINEAD,55,0
2018-05-23,20180523,May,PER*01,SBD,Blowdry,KELLY,55,0
2018-05-23,20180523,May,PENM01,SHCW,Women's hair cut,KELLY,56.05,1
2018-05-23,20180523,May,SLUS01,SHCM,Men's hair cut,JJ,60,0
2018-05-23,20180523,May,HENB01,SHCM,Men's hair cut,JJ,60,0
2018-05-23,20180523,May,POTR01,SHCM,Men's hair cut,JJ,60,0
2018-05-23,20180523,May,CLEE01,SHCW,Women's hair cut,SINEAD,70,0
2018-05-23,20180523,May,SHEK01,SHCW,Women's hair cut,SINEAD,70,0
2018-05-23,20180523,May,WALS01,SHCW,Women's hair cut,SINEAD,70,0
